id	text	hate_type	hate_severity	to_whom
258381	দায়িত্ব বান চোর	Abusive	Mild	Individual
160822	আমি একটা কিনতে চাই দাম কত	None	Little to None	None
109592	আরে কাউয়া তোর নীতির থাকবে না কদিন পরে তুই কোথায় যাবি তোরা তো দেশের মানুষ জুতা মারতে মারতে বিচার করবে সময় শেষ কাউয়া এখন দেশের মানুষের বিচারের অপেক্ষা কর জুতাপিটা এদিক দিয়ে খাবি অতীত দেখে খাবি পিছন থেকে খাবি মাথার উপরে খাবি পাছার নিচে খাবি সবদিক দিকে খাবি অপেক্ষা কর এক যে মানুষকে এতদিন মানুষকে তোরা ঘুম খুন করছস মানুষের বাড়িতে যাইয়া ডাকাতি করছোস মানুষের মা বাবার মা বোনদের ইজ্জত নষ্ট করছস ছাড় পাবি পাবি না তো পালনের সুযোগ পাবি না এবার যদি বোগরা পারিস না কেন শামীম ওসমানের মত তাতেও সুযোগ নাই পালানোর দেশের মানুষ সব জায়গায় দাঁড়ানো আছে এবং সজাগ আছে সুযোগ নাই তো এবার দেশের মানুষ তাদের জুতা পালিশ করতেছে শুধু অপেক্ষায় আছে সময় ঘনি আসছে তো কখন ওই পালিশ জুতা তোমাদের মুখে আর জায়গার উপরে পড়বে প	Abusive	Severe	Individual
609140	১০ই ডিসেম্বর রক্ত জরলে আর কিছুদিন খমতায়ন করা হবে না কান্না কটি আর কান্না কাটি	None	Little to None	None
29080	আল্লাহ ফখরুল সাহেব কে দ্রুত জামিন এর ব্যবস্থা করে দিন	None	Little to None	None
597915	এইটা আমার স্বপ্ন ছিল	None	Little to None	None
896649	টার্গেটের চেয়ে একটু বেশিই ভালো করেছেন চমৎকার ক্রিকেট খেলে এশিয়া কাপের ট্রফিটা ঘরে নিয়ে একটু আগেই চলে আসছেন যাতে একটা শোরুম উদ্বোধন করা যায়	Abusive	Little to None	Individual
402198	সময় টিভির চিকিৎসায় ভালো হয়েছেন	None	Little to None	None
109824	লিক টিভি নামটা আগে দেওয়া উচিত ছিল	Abusive	Little to None	Organization
634400	পিকে হালদার তো একাই পনেরোটা পারমাণবিক বিদ্যুৎ কেন্দ্র নিয়ে দাদাল্যান্ডে পালিয়েছে	Abusive	Severe	Individual
782681	যতই কিছু করুক না কেন তারা হানাদার বাহিনী তারা বর্বর বাহিনী ১৯৭১ ভুলিনাই ভুলতে পারবো না	Abusive	Severe	Community
404966	আমিরাকান সপ্ন রাশিয়ার ভয়	None	Little to None	None
170474	পর্যটক এলাকার মানুষ খুবই বাটপার সুতরাং এদেরকে পরিত্যাগ করা উচিৎ	None	Little to None	None
735227	আমেরিকার দালাল নাস্তিক ইসরায়েলসহ ইউরোপ ইউনিয়নের কাজ হচ্ছে দেশে দেশে যুদ্ধ বাধিয়ে দিয়ে অস্ত্র ব্যাবসা করাবিশ্ব সব জানে কিন্তু করার কিছু নেই	Political Hate	Severe	Society
614158	আমিও এই সন্মান নিবো	None	Little to None	None
767888	তীব্র নিন্দা জানাই ভারতের উচিৎ দাঁত ভাঙা জবাব দেয়া চীনের উচিৎ তাদের অত্যাধুনিক অস্রের উত্তম ব্যবহার করা	Political Hate	Mild	Society
99237	মাশরাফি ঐ ভোট চোরদের একজন সে শেখ হাসিনার সাথে হাত মিলিয়ে দেশের গনতন্ত্রকামী মানুষের সাথে মীরজাফরি করছে	Political Hate	Mild	Individual
15895	উগ্র মুসলিমের কারনে দেশের শিক্ষা ব্যবস্থা অর্থনীতি যে কি অবস্থা সেটা কি তুলে ধরছেন	Religious Hate	Mild	Community
189086	কিচো হবে মনে হয়	None	Little to None	None
423917	পৃথিবীতে যত শয়তানি আর বাটপারি চিটারি আছে এর সবগুলো হচ্ছে আমেরিকার কাজ এরা প্রত্যেকটা মুসলিম রাষ্ট্রের মধ্যে এবং রাষ্ট্রের সাথে শত্রুতা আর শয়তানি করে করে বেড়ায় এদের পুরা পৃথিবীর মধ্যে এই কাজে চলে সব সময়	Abusive	Mild	Society
403180	হে আল্লাহ জালেমদের ধ্বংস করো রক্তপিপাসু দের ধ্বংস করোহে রহমান অসহায় ফিলিস্তিন ভাই বোনদের প্রতি সহায় হোন	None	Little to None	None
749303	আমার কান্না আসছে	None	Little to None	None
599379	আর বারছে সময় টিবির দালালি	Abusive	Mild	Organization
102382	নিক্সন ভাই মেয়েকে রাজনীতির মাঠে না এনে পড়ালেখা করান ওর রাজনীতির মাঠে আসার সময় হয়নি	None	Little to None	None
37210	আমার বাবুর হয়েছে	None	Little to None	None
355680	অনেক ভালো লাগলো অনেক ধন্যবাদ আপনাকে হুজুর	None	Little to None	None
317470	কে জিতলো না জিতলো ওটা ব্যাপার না ইন্ডিয়া হারলেই খুশি হ্যাপি হলি হে	None	Little to None	None
345338	সুপার সাইক্লোন ই হবে মোখা মানুষ কে আগে থেকে সতর্ক করুন বাতাসের ঘুর্ণন আগে থেকে অনুমান করা গেলেও বাস্তব কিন্তু কঠিন ও ভয়াবহ সরাসরি আঘাত করলে কিন্তু আর রক্ষা নেই	None	Little to None	None
522809	তার মানে রুপালি পর্দা সম্পুর্ন হারাম আমাদের দেশের মিডিয়া গুলো তাদের নাচ দেখে জায়েজ বানিয়ে ফেলে মিডিয়া সয়তান গুলো কে বলে ষ্টার আর আলেমদের কে বলে জামাত রাজাকার	None	Little to None	None
647433	পুলিশ চাএ লিগ রেব দিয়ে হামলা মামলার গুম চালিয়ে যান এর ইবিএম দিয়ে ক্ষমতার অধিকারী হবে	Political Hate	Mild	Organization
663915	মাথা নষ্ট হয়ে যায় এরকম সংবাদ সুনলে ছোট ছোট শিশু বাচ্চার ও আজ শকুনের কু দৃষ্টি থেকে নিরাপদ নয় সুষ্ঠ বিচার না হওয়ার কারণে অপরাধের সংখা দিন দিন বেড়েই চলছে	None	Little to None	None
393300	যে চারাল খানকির পোলারে চাকরি করে ওদের ব্যাবহার ও খারাপ	Profane	Severe	Community
6615	সাহসী সাংবাদিক কমল দা	None	Little to None	None
74320	একজন পাটির চেয়ারম্যান হিসাবে তাঁকে সমান জানো উচিত ছিল	None	Little to None	None
103464	রাজনীতির কবরকবরের রাজনীতি	None	Little to None	None
395617	বাংলাদেশকে আমাদের প্রিয় বন্ধু ভারতকে অভিনন্দন	None	Little to None	None
486773	ভারতীয় চ্যালেন বন্ধ করতে হবে না হলে আরো ভয়াবহ অবস্থা হবে	Abusive	Mild	Society
312711	শালাবেয়াদব সাকিবশোরুম উদ্ভোদন করতে এসেছো	Profane	Mild	Individual
278120	লীগের কাছে চুরি চামারীর টাকা আছে ওরা তো ভালো থাকবেই সাধারণ জনগন ভালো নেই এটাই সত্য	Political Hate	Mild	Organization
367432	এই একটাই দেশ যে পৃথিবীর সকল যুদ্ধে সংযুক্ত আছে সব ঝামেলায় সে কলকাঠি নাড়াবে	Political Hate	Severe	Society
247784	গনতন্ত্র প্রতিষ্ঠা করার আশা দিয়ে অত্যাচারী পাকিস্তানি শাসক শ্রেণীর থেকে দেশকে স্বাধীন করে পুনরায় স্বৈরশাসন প্রতিষ্ঠা করাই ছিল শেখ পরিবারের আসল উদ্দেশ্য যা জাতি এখন হারে হারে বুঝতে পারতেছে আল্লাহ হেফাজত করুন জালিমের জুলুম থেকে আমীন	Political Hate	Mild	Community
626955	বিশ্বে সব বড় বড় শহরে অর্ধেকের বেশি মানুষ মাটির নিচ দিয়ে চলাচল করে ফলে মাটির উপরে সড়ক পথে যানজট কম তবে ঋণের কিস্তি ও পরিচালনা খরচ ভাড়া থেকে উঠে কিনা সন্দেহ আছে না উঠলে ভর্তুকি দিয়ে কত দিন চলবে	None	Little to None	None
400193	রাহুল গান্ধী বলছেন নারীদের কোন সুরক্ষার কথা আর এনডিএ জোটের শ্রীতি রাণী সরকার তুলে ধরেছেন নারীদের টয়লেট সুরক্ষার কথা বাহ ইয়ে কেয়া যুক্তি হে	None	Little to None	None
1442	এখানে অনুযায়ী রাজউক কর্তৃপক্ষ ও ভবন মালিকের দায় আছে বিল্ডিং এর নির্মাণ ধরন অনুযায়ী কোথায় কি ধরনের ব্যবসা প্রযোজ্য তা নির্ধারণ ও সে অনুযায়ী অবশ্যই রাখা জরুরি ছিল	None	Little to None	None
653144	কুকুর পড়েছে মুজিবকোর্ট এবার আর দেব না ভোট	Political Hate	Severe	Individual
523944	নিশো ভাই সেরা	None	Little to None	None
133319	ইন্নালিল্লাহ ওয়া ইন্নালিল্লাহি রাজিউন	None	Little to None	None
936724	অসংখ্য ধন্যবাদ ঢাকা উত্তর সিটি মেয়রকে	None	Little to None	None
556361	কালকিনির প্রিয় নেত নাছিম	None	Little to None	None
860627	১৫ বছর থাকার পর ও আবার সেই কান্না বয়ান আমি দল করি না তবে সমর্থন করি আপনি ফ্রেস থাকলে প্রব্লেম কি দরকার হলে জনগন আপনাকে আবার আনবেন	None	Little to None	None
203991	ভোট চোরণী হাসিনা	Political Hate	Mild	Individual
186967	জালিম হাচিনা চোর আমরা ভোট চুরি ফাশি চাই আমি হাচিনা খুনি	Abusive	Severe	Individual
560179	নিরাপত্তা কে কেন্দ্র করে দেশের পরিবর্তন করতে পারে বিদেশি রা	None	Little to None	None
292154	আরেওই এখন ভাতখেতে বসছিলাম কিনতু তোরমুখের কথাসুনে কোমেনট না করেপারলামনা কারোন তুইযেমিথ্যা কথাগুলি বলছিস যেএবার সুসটো নিরবাছোন হেয়েছে তুই তোর মরাবাপের কছমখেয়েবলতো যে সুসটো নিরবাছোন হেেয়ে বল পারবি	Abusive	Mild	Individual
429277	কত সুন্দরতারাবির সালাত আর বাংলাদেশ কোরআন তেলাওয়াত করে কিছু বোঝা যায় না	None	Little to None	None
166019	প্রেম করার সময় কাটু ছিলো না মজা করা শেষ এখন কাটু শালা কে আইনের আওতায় আনা উচিত	Profane	Severe	Individual
894258	মাঠে দেখতে চাই তানজিন সাকিব কে	None	Little to None	None
732143	সাংবাদিক ব্রো রাশিয়া মাতৃভুমি নয় পিতৃভুমি	None	Little to None	None
230378	অতি কষ্টে জানানো যাচ্ছে যে ইনি হলেন সেই ব্যাক্তি যে কিনানিজের এলাকার একমাত্র রাস্তা বানায়ছে নামেমাত্র ইনি হলেন সেই ব্যাক্তি যে কিনা বিদ্যুৎ ঘাটতি ঠিক করতেই পারে না নামে মাত্র বিদ্যুৎ ইনি হলেন সেই ব্যাক্তি কিছু স্কুল কলেজআর ব্রিজ দিয়ে উন্নয়ন এর দাবি করেন আমরা উনার মত এমপি চাই না আমরা চাই মাশরাফির মত এমপিযে কিনা পায়ে হেটে জনগনের খুজ নিবেজনগনের সাথে সরাসরি কথা বলেদেখবে তাদের কি প্রয়োজন আমরা চাইআব্দুল হামিদ এর মত একজন মানুষ সে তো এখন রাষ্ট্র পতি নেইতবুওসারা জীবন বলে যাবেআবদুল হামিদ একজন খাটি নেতা চিলেনভাটি অঞ্চল কে শহরের মত করে বানিয়ে গেছেন আমরা তাদের মত একজন নেতা চাই আপনার মত না	None	Little to None	None
867011	বোকাচোদা একমাস আগের খবর এখন প্রচার করে	Profane	Severe	Individual
829955	অতি তাড়াতাড়ি আমেরিকা ও ইসরাইল কে নিরঅস্ত্র করতে হবে	Abusive	Severe	Society
57713	ভোটার কে জডিয়ে ধরে কি হবে তোমার বোদায় গন্ধ অনেক লোকের সাথে কত মুরাদের সাথে লাগাইছো	Profane	Severe	Individual
750557	১১৯ দেশ তো কম না বাকি রইল আর কারা	None	Little to None	None
326624	পৃথিবীতে হিরো আলম আর জায়েদ খান এই দুইজনই একমাত্র নায়ক যাদের শতকরা একজনও নায়ক বলে স্বীকার করে না	Abusive	Mild	Individual
561368	যেখানেই থাক তোমার জন্মভূমিই তোমার পরিচয় ভালোবাসি বাংলাদেশ	None	Little to None	None
300617	আর জাতির পিতা কথা বলবেন না এরে শান্তি তে ঘুমাইতে দেনআপনি হলেন জাতির পিতা বঙ্গবন্ধু কলংক কন্যা জাতির পিতা কন্যা হয়ে মজিবুর রহমান মান সম্মান সব শেষ করে দিয়েছেন	Abusive	Severe	Individual
211476	আমরা শান্তি চাই সরকার কে বলছি এইসব বাদ দেন দেশের মানুষ এর জন্য তার এতো কিছু করা আর এখন যদি এমন হয় দেশে মানুষ না খেয়ে রাস্তা গাড়ি না চালালে মানুষ খেয়ে বাচবে কি ভাবে দেশ কে শান্তি দেখতে চাই	None	Little to None	None
230323	বয়কট করলাম নাশকতা কারি বিএনপিকে বয়কট বয়কট	Political Hate	Severe	Organization
436198	তাতে কি হবে রাশিয়ার কি এসব অস্ত্র নাই যুদ্ধ লাগিয়ে রেখেছেন যুক্ত রাষ্ট্র সাথে ক্ষতির মুখে পড়েছেন ন্যাটোর সদস্য দেশ গুলি	Abusive	Mild	Society
260715	আপনি পদত্যাগ করে নির্দলীয় নিরপেক্ষ তত্ত্বাবধায়ক সরকারের অধীনে নির্বাচন দিন যদি না দেন তাহলে ভোট দেয়া তো দূরের কথা ভোট কেন্দ্রে যাবো না ইনশাআল্লাহ	Political Hate	Little to None	Individual
757991	মাশাআল্লাহ হূল্লা বুল্লা	None	Little to None	None
493071	বাংলাদেশ বিমান বানানো শিখলো কবে	None	Little to None	None
551721	হুন্ডিতে টাকা পাঠাবো	None	Little to None	None
117760	এদের মত নির্লজ্জ পার্টি একটাও নাই নির্বাচন আসলেই এদের আসন ভাগাভাগি আর মানুষের সাথে বেইমানি করা শালারা একটা বেইমান পার্টি	Political Hate	Mild	Organization
892589	ভাংগা হাত নিয়ে দেশের স্বার্থে খেলে যে খেলোয়াড় এবং যার অধিনায়কত্বে বিশ্বকাপে সরাসরি খেলার সুযোগ পেলেন তাকে কিভাবে বিশ্বকাপ দল থেকে বাদ দেন বুঝি না সবকিছু এতো অল্পতেই ভুলে গেলেন	None	Little to None	None
663508	এদের সাথে পুলিশ জরিত আছে	Abusive	Mild	Community
571586	গর্জে উঠো সাংবাদিক সমাজআওয়ামী স্বৈরাচারের বিরুদ্ধে রুখে দাঁড়াও সাংবাদিক সমাজ	None	Little to None	None
114318	পররাষ্ট্র মন্তী মহোদয় যথেষ্ট সাহসি ও পরিপক্ক কথা বলেন তাঁহার সুসাস্হ ও দীর্ঘ আয়ু কামনা করি	None	Little to None	None
724458	ইসলামের জয় হবে	None	Little to None	None
297105	আজ বেশি টাকা ছাপানোর কারণে আমাদের এই অবস্থা	None	Little to None	None
425105	কয়লা দুয়লে ময়লা যায়না	Abusive	Mild	Individual
41429	এটা যে খুন তা কীভাবে এলাকার মানুষ জানলো	None	Little to None	None
729028	তুরস্ক সুপার পাওয়ার ১০০ ভাগ এবং মালুপন্থী রেন্তিয়ার যম পাকিস্তানের ভাই৷ দুজনে মিলে ভ্যাড়ত ম্যাতাকে প্রেগন্যান্ট করার প্রকল্প হাতে নিবে আশাকরি	Political Hate	Mild	Society
195682	মির্জা ফখরুল নিজেই স্বিকার করছে নিজের দলের লোক জন উশ্রিংক্ষলএই উশ্রিংক্ষল কর্মী নিয়ে সরকার পতন করা সম্ভব না	Abusive	Mild	Individual
449633	বাংলাদেশের সেরা মীর জাফর	Abusive	Mild	Individual
757665	গোটা ইউরোপ কে ধ্বংস করে দেও	Abusive	Severe	Organization
652959	তুমরা খাও ১৫ টাকা আমরা খাবো ১০০ টাকা	None	Little to None	None
274860	বুবুজেনে গেছেসামনে বড় মহামারিসেটা হলোলুলুলুহাওয়া কাউয়া গোগো	None	Little to None	None
859798	বড়লোকের বখাটে কুত্তার বাচ্চা গুলার নেশা করে লাফা লাফি	Profane	Severe	Community
485463	আমরা নেট করছি আর কাঙ্গালরা ঠিঠাকমতো দিতেই হিমশিম খাচ্ছে	None	Little to None	None
522374	এই হলো এদের প্রধান চরিত্র	None	Little to None	None
598279	ভোট দিবো নোকা কিন্তু শর্ত হল আপনি বিদ্যুৎ ও গ্যাস বিল এবং দ্রব্যমূল্য দাম কম করেন	None	Little to None	None
241953	বর্তমান এ মেয়েদের প্রকাশ্যে বা গোপনে চাকরি দেয়া হচ্ছে এর ফলে যেমন বাড়ছে দেশের বেকারত্ব সংকট ছেলেরা ঠিকমত চাকরি পাচ্ছে না ফলে কমেছে বিভিন্ন প্রতিষ্ঠান এর সেবার মানফলে বাড়ছে হতাশা ও মাদকাসক্তিবর্তমান এ মেয়েদের প্রকাশ্যে বা গোপনে চাকরি দেয়া হচ্ছে এর ফলে যেমন বাড়ছে দেশের বেকারত্ব সংকট ছেলেরা ঠিকমত চাকরি পাচ্ছে না ফলে কমেছে বিভিন্ন প্রতিষ্ঠান এর সেবার মানফলে বাড়ছে হতাশা ও মাদকাসক্তি	Abusive	Mild	Community
203224	বোকাচোখা প্রতিবন্ধী নাকি এইটা	Profane	Mild	Individual
155966	বাঙ্গালী কাজ নাই কি করব আর	Abusive	Little to None	Society
317830	সাজা দেওয়া তো আদালতের ব্যাপার	None	Little to None	None
617500	আর কত ঘটনা বানাইব বাংলাদেশ কুত্তা বাহিনী	Abusive	Mild	Organization
656329	এদের উপরে আল্লাহ গজব দাও	Abusive	Severe	Community
244571	তিনি হারেননি তিনাকে হারানো হয়েছে যাইহোক এইবারে পারলে পেট্রোবাংলার বকেয়া করের টাকা উদ্ধার করার জোর দাবি জানাচ্ছি তাহলে আমাদের দেশের আর্থিক অবস্থা আরো ভালো হবে নাহলে আমাদের জনগণের অবস্থা কর দিতে দিতে নাজেহাল হবে	Abusive	Little to None	None
488211	এটা বন্ধ করা হোক	None	Little to None	None
595740	আর মাএ ১০ বছরের মধ্যে বদলে যাবে বাংলাদেশ সুধু বদলাবে না গরিব দের বাবার ইনকাম	None	Little to None	None
255382	হাসিনার শেষ বৈঠক হিসেবে দেখছে দেশবাসী	None	Little to None	None
581895	নিশেধ থাকলে তাদের সাথে আছে সেটা আমাদের সাথে কি রাশিয়ার জাহাজ ফেরত দেয়া টা একদম ঠিক হয় নাই	None	Little to None	None
520842	না জানি কোন প্রমোশান বিজ্ঞাপন দিয়ে জাতিকে বোকা বানাচ্ছে এই বেটায় কারণ এই মেয়ের বিয়ে হয়েছে ২০১২ সালে এবং সে এখন ৩ টা বাচ্চার মা	Abusive	Little to None	Individual
441543	বালের রকমারির এড বন্ধ কর	Profane	Little to None	None
799833	প্রকৃতপক্ষে কে হামলা করেছে তা আগে যাচাই করা দরকার	None	Little to None	None
782938	বোকাচোদা টিভিকস কি আর লিখিস কি	Profane	Severe	Individual
243371	ক্ষমতা যেখানে ধনসম্পদ সেখানে সেটা আমারা খুব ভালো করে জানি	None	Little to None	None
771306	এটা কি কোনো খবর না খবরের মাতা	None	Little to None	None
616924	আমাদের দেশের বর্তমান আওয়ামী আদালত আর কত দিন আওয়ামী লীগ এর নোংরা দালালী করে যাবেঅথচ আওয়ামী লীগ তার এই অবৈধ শাসন আমলে বাংলাদেশ থেকে হাজার হাজার কোটি টাকা বিদেশে পাচার করে দেশ কে আজ পুরোপুরি দূর্ভিক্খের ভিতর ফেলে দিয়েছেদেশের মানুষ আজ খাদ্যের জন্য হাহাকার করতেছেকিন্তুু আওয়ামী আদালত এ গুলা দেখে না	Political Hate	Mild	Organization
110177	দালালি কতদিন ধরে করেন আওয়ামী লীগের	Political Hate	Mild	Community
738146	ওমর ইনান ভাইয়ের প্রেজেন্টেশন ভালো	None	Little to None	None
760940	আল্লাহ যুলুমকারীদের উপর গযব নাযিল কর যেদেশ নারী স্বাধীনতা নাই মেয়েদের পন্য বানিয়েছে ইরান কম টাকায় বিয়ে করে কয়দিন পর তালাক দিয়ে আবার কচি মেয়ে বিয়ে করে	Abusive	Severe	None
39015	দালাল হিসেবে কুকুরের মত জায়গা জায়গায় ঘুরবি এখন থেকে এটাই তোর কাজ	Abusive	Severe	Individual
329968	আমার একটা কথা আছে শেখ মুজিব যখন মারা গিয়েছিল তখন শেখ হাসিনার দেখতে আসে নাই কেন	Political Hate	Little to None	Individual
499796	টাকলা মুরাদ কই এই হচ্ছে উন্নয়নের নমুনা যেখানে কিছুর দরকার নাই সেখানে সবই আছেযেখানে দরকার সেখানে শুধু ই হাহাকার মানুষের ভোগান্তি	Abusive	Mild	Individual
190284	ব্রিকসে ঠাঁই হলো না বাংলাদেশের পদ	None	Little to None	None
385721	যতটা শুখ এবং শখ নিয়ে আমেরিকার সংবাদ প্রচার করছেনএতোটা সাহস নিয়ে বাংলাদেশের বর্তমান পরিস্থিতি তুলে ধরুন বিশ্বের কাছে তখন বুঝবো আপনারা সাহসী এবং সত্যবাদী অযথা আমেরিকাকে নিয়ে নাচা নাচি করেনবাংলাদেশের অবস্থা খুবি ভয়ংকর আমরা সাধারণ জনগণ অনেক কষ্টে আছি আইনের অধিকার ভোটের অধিকার সব হারিয়েছিদ্রব্যমূল্যের ঊর্ধ্বগতিউন্নয়নের বাজনা বাজিয়ে বিরোধী দলকে অত্যাচারলক্ষ লক্ষ কোটি টাকার দুর্নীতির মহাউৎসব চলছে বিদেশে টাকা পাচারের প্রতিযোগিতা চলছেএক একটি উন্নয়ন আট গুন ১০ গুন ২০ গুন দুর্নীতি হচ্ছেএই সংবাদ তো প্রচার করতে দেখিনাইদানিং পশ্চিমাদের পিছে লেগেছেন স্যাংসন দেয়ার কারণে তাদের সাথে যে ভাব মারতে যান তারা মুতে দিলে ভেসে যাবেন ছাল নাই কুত্তার নাম রাখছে বাঘাপারলে বাংলাদেশ সরকারের দুর্নীতি নিয়ে রিপোর্ট করুনকতো বড় বুকের পাঠা দেখবো	Abusive	Severe	None
890782	শুধু বোলারদের দুষ হয় পাকিস্তান ৩৫০ রান চেন্জ করে জিতে শিলংকা ৩৪০৩৫০ রান করে বাংলাদেশের ব্যাটারা কোন দিন শিখবে ৩৩০৩৩৫ রান চেন্জ করা	Abusive	Mild	Community
191290	টানা তিন চার গন্টা হরেক রকম কিচু দেকলা শেশে একটু মনে হলো একটু বিনোদন দেখি তাই দেখছি	None	Little to None	None
562829	একজন এ সত্য কথা বলে দিছে সেভেন সিস্টার এর উপকারে আসবে	None	Little to None	None
650705	রাকে আল্লাহ মারে কে বলছে প্রধানমন্ত্রী সুস্বাস্থ্য কামনা করি	None	Little to None	None
241652	হালারপুলারা নিজেরা আগে ঠিক হ ভারত এর পিছনে লেগে শুধু নিজেদের বিপদ ডেকে আনবি নিজেদের আগে ঠিক কর অন্যের পিছনে লাগলে নিজেরই ক্ষতি হালা মূর্খ রিজবী	Abusive	Severe	Community
54515	এমপি পদ সকল ব্যবসার বড় ব্যবসাপকেট থেকে মরে খেতে হয়না এখানেপকেটকেই নিজের করে নেওয়া হয়	None	Little to None	None
892163	পাপন নান্নুদের দুর্নীতি ফাস নতুনদের দলে ঢুকালে ২০৩০ লাখ টাকা পাবে এটার লোভ তামিমকে ছোট করল	Abusive	Severe	Individual
632093	ইভিএম থাকলে তো বিএনপি ভোট চুরি করতে পারবে না এইজন্য বিএনপি ইভিএম এর বিরোধিতা করে	Political Hate	Mild	Organization
610555	বিচারপতি তোমার বিচার করবে যারা আজ জেগেছে এই জনতা এই জনতা	None	Little to None	None
620427	ঋণের টাকায় ঘি খেয়ে কোন লাভ নেই বিএনপি ঋণ করে কোন কিছু করে নাই	Political Hate	Mild	Organization
330131	আমিই একে চিনিনা	None	Little to None	None
116043	আমার ভোট আমি দেবো জেনে শুনে উন্নয়নের কথা চিন্তা করে শেখ হাসিনাকেই দেব	None	Little to None	None
49689	আলহামদুলিল্লাহ হে মহান আল্লাহ তায়ালা আপনি ফিলিস্তিনি ও সকল মুসলমানদের কে হেফাজত করুন	None	Little to None	None
869664	এটা কোন বিশকাপ ফাইনাল এখানে কি বৃাজিল না আর্জেন্টিনা আছে যাহার দরুন ফুটবল বিশ্ব পাগল	None	Little to None	None
730713	বাংলাদেশ কী করে	None	Little to None	None
568251	গমরুল মাফিয়ার সময় নিউজ রেডি থাকো গরম ডিম হবে	Abusive	Mild	Individual
432432	তোরা কি করলি	None	Little to None	None
346981	তু্র টা টূ ইটা	None	Little to None	None
107399	আরে কি মজাএই লোকের কোন লজ্জা নেই	Abusive	Mild	Individual
550621	চোরের কথা জুট মিল খেকো	None	Little to None	None
715122	সিলেট বাসির পক্ষ থেকে আগাম ফি নারি খা লিদি না জাহান্নাম	None	Little to None	None
301061	আপনার বাপ আপনিই বলেন জাতির পিতা কিভাবে ফেরোয়ান মতো কথাবার্তা জাতির পিতা ইব্রাহিম আলাইহি ওয়াসাল্লাম	Abusive	Severe	Individual
37854	আল্লাহ ফিলিস্তিনি মজলুম দের সাহায্যকরো আল্লাহ	None	Little to None	None
400646	আমরাতো এমবিএ দিয়ে ভিডিও দেখি তাহলে কেন এড দেন	None	Little to None	None
179671	খুলনাসাতক্ষীরা মহাসড়ক ও ভাটিয়াপাড়া থেকে কাটাখালি পর্যন্ত মহাসড়ক ৬ লেনে উন্নীত করা উচিৎ ভোমরা বন্দরের অধিকাংশ গাড়ি এখন খুলনা হয়ে কাটাখালি হয়ে যাতায়াত করছে	None	Little to None	None
824666	প্রতি নিয়ত সংবাদ পৌঁছানোর জন্য ধন্যবাদ	None	Little to None	None
378119	বুঝতে পারছি না ওরা কেন এটার জন্য প্রতিবাদ করছে না যে হামাস নিরীহ ইহুদিদের কেন অপহরণ করেছে তার জন্য প্রতিবাদ করা উচিত ছিল	None	Little to None	None
796035	বাংলাদেশের জনগনের উচিত শ্রীলঙ্কাকে অনুসরন করা	None	Little to None	None
276952	অদ্ভুত সব কাণ্ডজ্ঞান বাংলাদেশের সাংবাদিকদের খবরের চেয়ে সংবাদকর্মীদের ছবি এরা বেশি প্রচার করে লজ্জাও করে না ছি	Abusive	Mild	Community
538133	এদের তো বিয়ে লাগে না এমনিতেই গোপন কাজ হয়ে যায়আর কয় দিন বা বিয়ে টিকবে শুধু দেহের চাহিদা মেটাতে পারলেই কয় দিন পরে ডিভোর্স	Sexism	Mild	Community
217276	হারুন বেশি বারা বারি খরিনা	Abusive	Mild	Individual
624362	তারা এত খারাপ অবস্থায় থেকেও নাটক করতেসেদ্রুত চাপ দিয়ে রোহিঙ্গা বিতাড়িত করতে হবে	None	Little to None	None
281052	সময় টিভি ফ্যাসিস্ট সরকারের পা চাটা দালাল এইটা মুটামুটি সবাই যানে	Abusive	Mild	None
114505	বিএনপি ছাড়া সুষ্ঠু হবেনা	None	Little to None	None
806863	সোভিয়েত ইউনিয়ন ভাঙছে এখন ইউরোপীয় ইউনিয়ন ভাঙবে তারপর ন্যাটোও ভেঙে যাবে	None	Little to None	None
722992	ব্রিকস এ যোগ দিলে যেমন বাংলাদেশের লাভ হবে সংখ্যা ও আছে তেমনি ক্ষতির সংখ্যা আছে তাই চিন্তা করে সিদ্ধান্ত নেওয়া উচিত বাংলাদেশ কি এই ধাক্কা সামাল দিতে পারবে	None	Little to None	None
25844	চোরে চোরে মাসতুতো ভাইইজরায়েল কসাই যুক্তরাষ্ট্র মীরজাফর	Abusive	Little to None	Society
843081	এইভাবে সোনা খাওয়া শুরু করলেতো সোনা একদিন বিলুপ্ত হয়ে যাবে সোনার দামের জন্য মানুষ পরতে পারছে না এরা খেয়ে খেয়ে সব শেষ করলো রে	None	Little to None	None
216223	এই যে ভাই আপনারা কার উপরে হামলা করতেছেন তারা কি বাহির দেশ হতে এসেছে এমনটা নয় তারা আমাদের ভাই বাবা চাচা মামা নিজের উপরে জুলুম করেন না	None	Little to None	None
914638	এই নগদের এড বাত দিবি সায়ার নগদ	None	Little to None	None
819965	আমরা সবাই রাশিয়ার পক্ষে আছি ইনশাআল্লাহ	None	Little to None	None
642226	এর কোন সুফল পাওয়া যাবে না	None	Little to None	None
102305	এগুলো করে অবধ্য ক্ষমতা পাকাপোক্ত করা যাবে না আগুন সন্ত্রাসের বিচার হলে মাফিয়া সরকারের ফাঁসি ও হতে পারে	Political Hate	Severe	Organization
