text,label
সংবিধানের গুষ্টি মারি শালার বাচ্চারা,4
এই সিটিসিটী প্রধান যেভাবে মিথ্যা বলতেছেন এই মিথ্যা একদিন আপনাদের ধ্বংস ডেকে আনবে ইনশাআল্লাহ,5
ক্ষতিপূরণের আশায় অনেকে তার নিজের গাড়িতে আগুন লাগাবে,0
ইন্ডিয়া পাকিস্তান সাউথ আফ্রিকা এই তিন দলের এক দলকে হারাতে পারলে বুঝতে পরব যে বাংলাদেশ ভালো করবে ভবিষ্যতে,0
ভারত ইদানীং নিজেও নিজেদের ট্রেডিশন বিরোধী আইন করছে পরকীয়া আর সমকা কামিতাকে লিগ্যাল করা হিজাবকে রিলিজিয়াস পোশাক হিসেবে দেখিয়ে স্কুলে না পড়তে বাধ্য করা এরকম ভুরিভুরি উদাহরণ আছে ঠিক যেমন নরওয়েতে বহু বাবা মা ভারতীয় ট্রেডিশনে বাচ্চাকে হালকা শাসন করতে গিয়ে নিজেদের বাচ্চা হারিয়েছে তেমনি শুধু মাত্র হিজাব পড়ে স্কুলে ঢুকতে না দেয়ায় বহু মেয়েকে পড়াশোনা ছাড়তে বাধ্য হয়েছে দুইটাই কিন্তু কালচার একটা জাতিগত একটা ধর্মীয় আর হ্যা আপনার যদি মনে হয় যে ভারতে থাকতে হলে ভারতের আইনই মানতে হবে অন্য কোন যুক্তি খাটবে না তবে সেক্ষেত্রে নরওয়ের সরকারেরও তাই করার অধিকার থাকা উচিত আর যদি না মনে হয় তবে সে ক্ষেত্রে আপনারা ভারতীয়রা নিজেরা নিজেদের সংশোধন করুন তারপর না হয় অন্যদের চিন্তা করবেন মুভি বানাবেন সময় টিভির আসলেই কি সাহস আছে ভারতকে নিয়ে এইরকম সমস্যা নিয়ে রিপোর্ট করার,2
সাংবাদিক ফজল আনসারী সাহেবের কাছে ক্লাস করেন কমপক্ষে এক বছর,0
এরাই তেো মাদক সরবারহ করে,5
বাংলাদেশ দলটা কি সাকিবের বাপের,5
অবশ্যই ফোনালাপ শুনতে পারবেন যথা সময়ে রানীর বিদায়ী আত্মার শান্তি কামনা করি,0
সালেও অনেকে বাড়ী দেখিয়ে দিয়েছিল,0
আল্লাহ পাক বার বার হুঁশিয়ারি করে দিচ্ছেন তোমরা সৎ পথে খাও সৎ পথে চলো এবং আমার প্রতি ঈমান আনো এবং আল্লাহ ও তার রাসূল যেভাবে দিন ইসলাম চেয়েছেসেভাবে পুরো পৃথিবীটাকে চালাওতা না হলে সবাই অবশ্যই অবশ্যই বিপদের মধ্যে রয়েছেসূরা আসরে বলা হয়েছে মানুষ বিপদের মধ্যে রয়েছে,0
ভাবির পাদ কে কে খেয়েছেন,4
ছেরিরে চ মাগির পুত তোর মার চুদানি কামাইঙ্গির পুত,4
আমার মতে সাকিবকে অধিনায়ক থেকে বাদ দিতে হবে তাহলে কোন কিছু কঠিন হবে না,5
পুতিন যে কতো বড়ো শয়তান আমাদের দেশের মানুষ জানে না আমরা যারা একাধিকবার রাশিয়া ভ্রমণ করছি তারাই জানি সে দেশের মানুষের উপরে দমনপিরোন চালায় কাউকে স্বাধীন ভাবে চলতে দেই না পুরোই উত্তর কোরিয়া মানুষের টাকায় ব্যাক্তিগত সম্পাদ ও মানুষের ট্যাক্সএর টাকায় ও তেলগ্যাস টাকায় সামরিক বাহিনী দিয়ে অগ্রাশন চালানো ইত্যাদি তার কাজ অন্য দিকে মানুষের বেতন ভাতা নাই নিম্ন মানের জীবন যাপন তাই মানুষ ইউরোপে ও আমেরিকাতে গিয়ে কাজ করে ও সারা বিশ্বে পতিতার কাজ করে থাকে বঙ্গরুশ গুলা রাশিয়ার আসল রূপ না জেনেই লাফালাফি করতেছে,5
আলেমদের বন্ধি করে বড় বড় কথা,5
মাইরের জন্য পস্তুত হও,0
কাওয়া তোর বাপের টাকা নাকি কা কা কা,5
এই সালার ব্যেটা ভৌট দিবে কেরে,3
বিএনপি র আন্দোলন সফল হতে দেবে না আওয়ামী লীগ,3
তদন্ত করে দেখতে হবে,0
বাংলাদেশের পুলিশ কর্মকর্তার কাছে দাবি দোষীদের শাস্তির ব্যবস্থা করা হোক,0
হে আল্লাহ উপলুকের সবাইকে হেফাজ কররুন আমীন,0
চুতমারানি তুর মুখে প্রস্রাব করি,4
তোমরা শালাটা কিছুই করতে পারবানা শুধু ভকর ভকর আল্লার কাছে একদিন জবাব দিহি করতে হবে তোমাদের জন্য বিদ্রাছাম রেড়ি আছে এটাই নাস্তব,4
কাউরা কাদের তোমাকে হাসিনা পাম দিতেছে যাহাতে ভবিষ্যতে তোমারে ডিম থেরাপি দিলে হাসিনার নাম না বল,0
পুলিশ যে মানুষ এই প্রথম শুনলাম তুই পুলিশ কর্মীদের মেরেছিস,5
জেলোনসকি একটা হারামজাদা জোকার্ মিথাবাদী খলনায়ক রাশিয়া প্রায় ২সপ্তাহ যাবত সুযোগ দিয়ে আসছে বেসামরিক লোকজন নিরাপদে বেরিয়ে যাওয়ার জন্য কিন্তু তারা এতে কোনো কর্ণপাতই করেনি কিন্তু এখন হামলা শুরু করায় রাশিয়ার বদনাম করছে,5
ভোট চুরদের মুখে এ সব কথা মানায় না,5
একবারে ১০ নম্বর বললে কি সমস্যা,0
বিএনপির আইনজীবীরা দুদিন পরে মাথা গরম করে এই গাড়ি ভেঙ্গে ফেলবে,3
সময় টিভির খবর মানুষ বোঝেন এটিই সুবিধা বাদ,0
বাজে পারফরম্যান্সের জন্য বাংলাদেশ ক্রিকেট দলকে আজীবনের জন্য নিষিদ্ধ করা হোক,5
বিজেপি ক্ষমতায় আসুক জয় শ্রীরাম,1
কারন তুমি তো জানোয়ার,5
এই কথা কয়োনা কাকু অনেক ঝামেলা,0
ভারতের বাবা চীন তাই চীন কে দেখে ভারত ভয় পায় মিয়ানমার কে ভয় পায় ভারত নেপাল দেখে ভুটান দেখে ভয় ভারত খালি ভয় পাই না বাংলাদেশ কে,0
শুনলাম বাংলাদেশ নাকি এই স্টেডিয়াম ভিক্ষা হিসেবে নিতে চায়,5
এত দেরিতে কেন উচিৎ ছিল আরও আগে এ আন্দোলনটি শুরু করা,0
মারছে ভালো হয়েছে আরো ভালো করে,0
এখন পাপন সাহেব ওপেনিং করবেনরাজনীতি সব জায়গায়ই,0
ভালো থাকবেন তবে দুর্ভাগা জাতির জন্য আপনি কিছুই করতে পারেন নাই দশ বছরে,5
দেশের বিরুদ্ধে সকল ষড়যন্ত্রের পেছনে বাংলাদেশ নেস্টি পার্টি বি এন পি,3
মিয়ানমারের সঙ্গে যুদ্ধের প্রস্তুতি চলছে,3
তাওহিদ আসলেই একজন ভদ্র মানুষ আমাদের হাসিম আমলা হবে ইনসাল্লাহ,0
থালা লইয়া ভিক্ষা কর মানুষে দুয়ারে দুয়ারে গুর,5
আর্জেন্টিনা আর্জেন্টিনা আর্জেন্টিনা,0
একটি বাংলাদেশ তুমি জাগ্রত জনতার সারা বিশ্বের বিস্ময় তুমি আমার অহংকার,0
প্রেস লেখা লোক তাইলে যুবলীগের,0
যেই শয়তান এই কাজ করছে তারে আল্লাহ নিজে হয়ত শাস্তি দিবেন,4
জাহিদ হাসান রাসেল ক্রীড়া মন্ত্রী একজন বড় মনের মানুষ আল্লাহ যেন ওনাকে হাজার বছর বাঁচিয়ে রাখে ওনি যেন আরো গরীব দুঃখী ছেলেদের পাশে দাঁড়াতে পারে আল্লাহর উনাকে সুস্থতা দান করুক,0
পুতিনকে উচিৎ শিক্ষা না দিয়ে নিজেরা উচিৎ শিক্ষা নেন,0
আওয়ামী লীগ র্যাব এবং সাংবাদিকের সৌজন্যে নির্মিত নাটক নির্বাচনের আগ পযর্ন্ত ধারাবাহিক আকারে পাবেন,3
সারারাতদের ঘর বলদেরা এটা কি গাছের সাথে আবার গাছের বিয়ে কোন হাদিস,5
ধান্দা ছেড়ে দাও,0
ওরে সময় টিভির নাপিত বিশ্বের বাজারে তেলের দাম কম বাংলাদেশ টাকা লিটার এগুলা নি তো কারো মাথা ব্যাথা নেই,5
আপনার বাবা ছিলো বাকশালি আওয়ামী শাসন আপনি হলেন ভোট চুর সরকার,3
চেহারাতে জঙ্গের সাপ দেখা যাচ্ছে মরিচা পড়া শুরু হয়ে গেছে মনে হচ্ছে,5
একটা ফিফটি করতে পারবে না,0
হাড্ডি কখনো গোস্ত হয় না কখনো দোস্ত হয় না,0
এ সব বালের কাঠের রাইফেল বাদ দেন,4
আমরা কি জানি আমাদের মন্তব্যের কারণে এই সাংবাদিক ভাইয়ের ক্ষতি করে দিচ্ছিওনার চাকরি ওপর এর প্রভাব পড়তে পারেনা জেনে অন্যের ক্ষতি করে দিচ্ছি ওনি যা বুলতে এসেছেন তাত আমরা সকলেই বুঝতে পেরেছি তা হলে সমস্যা কি কি প্রয়োজন নিজেকে পাপী বানানোর,0
রাশিয়া থেকে তেল আমদানি করাকে স্বাগত জানাই রাশিয়া থেকে তেল আমদানি করলে কমবে তো দাম,0
এত কম দামে মাংস বিক্রি করে গরু কিনে কোথা থেকে,0
কথাগুলো সব সত্য,0
মূল কথা জরুয়ত কতোটুকো আর এর থেকে কম খরচে সহজে বিকল্প পথ বের করা যেতো কিনা,0
আমার মত কারা নির্বাচন বর্জন করেছেন লাইক দিয়ে যান,0
জাতীয় সার্কাস পার্টির সার্কাসের খবর আছে নাকি,3
পোশাক দেখে মনে হচ্ছে কোন হলিউডের ছবিতে শুটিং করতে যাচ্ছে ইউক্রেনের কোটি কোটি সাধারণ মানুষকে মৃত্যুর মুখে ঠেলে দিয়ে দিব্যি আরাম আয়শে আছে,0
হে স্বতন্ত্র সংসদ সদস্যরা শেখ হাসিনাকে সাংবিধানিকভাবে মহারানী ষোষনা করার বিল নিয়ে আসুন,3
খবরের মাঝখানে এডবেটাইস এটা কেমন ধরনের ফাজলামি,0
ইস এতদূর সাঁতার কেটে কিভাবে বাঘটা তীরে পৌঁছাবে আর দেখে তো ক্ষুধার্তও মনে হচ্ছে বেচারা তবে নৌকা থেকে দূরে একটি বাঘ সাঁতার কাটতে দেখলে যে কেউ আকৃষ্ট হবে তাই তাদের দোষ বললে ভুল হবে দোষটা বন বিভাগের যারা এদের এই এরিয়াতে নৌকা চালানোর পারমিশন দিয়েছে দেশটা তো আর কোটি কোটি জনতার নাঅত মানুষ ঘুরতে এসে এত স্বাধীনতা পেলে এইসব প্রাণীর অস্তিত্ব থাকবে না,0
কেন জানি কোনো বড় ব্যবসায়ী লাগে কিন্তু কোনোমতেই রাষ্ট্রপতি লাগে না,0
মাননীয় প্রধানমন্ত্রী শেখ হাসিনা আপনাকে নিয়ে কোনো অভিযোগ নেই আপনি সত্যি জনদরদী কিন্তু আপনার দলের অধিকাংশ নেতারা জনদরদী না এরা দূর্নীতিতে সেরা ওরা শুধু দেশের শত্রু না আপনার দলের জন্য ভয়ংকর ক্ষমতার অপব্যবহার করে জনসাধারণের সাথে অবিচার করছে,0
১ সেলফি বন্ধুত্ত্ববাহ,0
বরিশাল এর মেয়েরা অনেক সংসারি আর ঢাকার মেয়েরা অনেক স্মার্ট,0
তোরা কি মানুষ হবি না রে বাংলাদেশের ছেছরা টিভি ও ছেছরা সাংবাদিকরা দুই মিনিটের নিউজের মধ্যে দুই বার বিঙ্গাপন,3
আবহাওয়া অভিদপ্তরের কিছু বাড়তি ইনকামের উপায় হইছে এই ঘূর্ণিঝড়কে উসিলা করে,0
সন্ত্রাস লীগ ছাড়া আর কেউ নয় মনে করি,3
ভোট বিহিন বাক হাগু লিগ পালাবি যাইবি কই,3
আপনাকে চাকরি দিল কে,5
শাস্তি মানে ফাঁসি চাই এসব কুলাঙ্গারদের জন্য মায়েদের বুক খালি হয় মাননীয় প্রধানমন্ত্রী অাপনি এর সুষ্ঠু বিচার করবেন,5
হিজরা দলের সভাপতি,2
মধ্যপ্রাচ্যে রেমিট্যান্স যোদ্ধারা কিভাবে কাজ করে এবার বুঝেন,0
আমি চাঁদে একটা লুতুপুতু পাঠাবো,0
ভারতের খেলোয়াড়েরা কখনো বাংলাদেশের ক্রিকেটারদের ভালো উপদেশ দেয়নিভারতের স্কয়াডে যার জায়গা হয়নি সেই শ্রিরাম বাংলাদেশের কোচ হয় কিভাবে,0
আসলে এটা কী,0
নাচতে না জানলে উঠান এর দোশ,0
ওসি প্রদীপ মত দেখা যায়,0
আসসালামু আলাইকুম নিজের মন মতন দল বানাবে এমন দল বয়কট করলাম তামিম আই মিস ইউ,5
বুড়া বুড়ির ভালবাসা আর খুনসুটি দেখে মনটা ভাল হয়ে গেলো,0
মূর্খ জাতি অশিক্ষিত গাইয়া ফকিন্নি জাতিছাগলের তিন নাম্বার বাচ্চা আর কি বলবো তার পরও এই জাতি কিছুই বুঝে নাহায়রে মূর্খ জাতি,5
কাটের পুতুল মনে হচ্ছে,5
আমার একটা প্রশ্ন স্বাধীনতার ৫২ বছর পরও কি আমরা সীমান্ত দেওয়াল কাটা তার নিশ্চিত করতে পারিনি,0
নাসির ওয়ানডেতে ভালো করবে,0
আলামত খালি হাত দিয়ে ধরছে কেনো হ্যান্ডগ্লাভস কই,0
আমাদের সেনাবাহীনি মাঠে দেখতে চাই,0
আর এ দেশে থাকা যাবে না দেশ ছাড়তে হবে সবার আমি দেশ ছেড়েছি আলহামদুলিল্লাহ,0
উৎসুক ভদ্র বাঙালিরা কুমিরটিকে এখনও হত্যা করেনি,0
যুক্তরাষ্ট্র রাশিয়ার লড়াইয়ে এখন নিরপরাধ বাংলাদেশকে জরিমানা দিতে হচ্ছে,0
তোদের তো জন্মের ঠিক নেই শেখ মুজিব বাপ লাগে আর শেখ হাসিনা মা লাগে তাহলে মুজিব আর হাসিনার সম্পর্কে কি দাঁড়ালো,5
উম্মে হাবিবা হত্যার বিচার চাই,0
লক্ষীপুরে ৯০০৯৫০টাকাই বিক্রি হয় গরুর মাংস,0
সুমন ভাই আমি আপনার মেসির মতো ফুটবলের পরিবর্তন চাইনা আমি চাই আমাদের দেশের উন্নয়ন সঠিক শিক্ষা ব্যবস্থা সঠিক চিকিৎসার ব্যবস্থা কর কৃষি পণ্যের সঠিক আইনের সঠিক প্রয়োগ জনগণের মধ্যে সচেতনতা তৈরি সিন্ডিকেট ধ্বংস করা এবং প্রবাসীদের সুযোগসুবিধা বৃদ্ধি করা,3
খুবই সুন্দর খবর নিজের পাপের ফল নিজেই ভোগকর,0
ফেরাউনের মতোই মহান,5
এ কেমন মৃত্যু মানুষ খুশি হয়,0
মন্দির ভাঙা মূর্তি ভাঙা হয় কেন যত সব নাটকবাজী,1
বাংলাদেশ কুতকুত খেলবে তাইলে,5
হ্যাকার রা কি ভাবে হ্যাক করে থাকে তা নিয়ে একটা দৃশ্যপট উপস্থাপন কার হোক,0
কই মানুষ সবতো খানার পাতিল,0
নিষেধাজ্ঞা দিলেই থাপ্পড়াইয়া দাঁতপেলা দিতি হবিপাজলামি আমি করবো কিন্তু তুমি করবানাএরক যেদেশ করবে তার মুখ বাঁকা করতি হবি,5
আমরা চোর সরকার চাই সংসদে বড় বড় কথা শেখ মুজিব বলেছেন এত গুলো চোর কোথাথেকে পয়দা হয়েছে ইতিহাসের সবচেয়ে বড় দুর্ভিখখোএখন বাংলাদেশে,5
আমি খুব ভাগ্য মান মনে করি নিজেকে কারণ আজ আমি সাকিব আল হাসানের খেলা দেখতে পাড়ি বলে,0
নেত্রী হতে হলে সৎ যোগ্য লোকের প্রয়োজন এই মেয়ে গেঞ্জি পরে ক্যামারার সামনে আসে সে জাতির জন্য কি সুফল বয়ে আনবে,2
বাংলাদেশে আসলে এর নাম হবে চম্পা কলা,0
পুরান ট্রলার ভারা করার কি প্রয়োজন ছিল,0
পৃথিবীর শস্য ভান্ডার ইউক্রেন মাটির উপর যুদ্ধ আর নিচে ইঁদুর সার বিশ্বের সুবিধা বঞ্চিত মানুষ খাদ্য সংকটৈ যুদ্ধ ধ্বংস হোক যুদ্ধ ধ্বংস হোক,3
এরা নিরীহ মানুষ মেরে জঙ্গি আখ্যা দিয়ে মানবাধিকার লঙ্ঘনের সীমা অতিক্রম করতেছে একদিন এখান থেকে ই যুদ্ধ শুরু হবে,5
তিন জন তিন ক্ষেত্রেরকলমের সাথে ছুরির কিংবা হাতির সাথে কাকের তুলনা হয়,0
আবু সাঈদ আল মাহমুদ স্বপন ভাইকে সাধারণ সম্পাদক পদে দেখতে চাই,0
আপনি তারাতাড়ি চলে যান আর সাকিব অথবা মাশরাফিকে বিসিবি সভাপতি রেখে যান,0
দেশটা রে খালি করে ফেলসে,0
ব্যাংক খাইয়া এখন মোবালের পিছে পরছে,0
ট্রান্সজেন্ডার ইসু ধামা চাপা দিতেই কি এই হত্যা কান্ড,0
তাইলে কালই তো ঈদ নাকি গ্রামের মুরুব্বিরা তো বুঝবেনা এখন কি করা যায় বলেন তো,0
আমরিকা কোন হালায় যাই,5
এতো বড় আমদানিকারক প্রতিষ্ঠান কারা ওরা মন্ত্রীর কাছের লোক কিছু বলবেন না,0
নিজস্ব ক্যাম্পাসে ছাএীরা নিজেদের সেইফ মনে করছে না ছিঃ ছিঃ লজ্বার বিষয় মুখোশধারী শিক্ষক যখন ছাত্রী নিয়ে উল্লাস করার মন মানসিকতা নিয়ে ঘুরে তাহলে ছাত্ররা কিংবা সমাজের বখাটে তরুণ অশিক্ষিতরা তো ধর্ষণ চর্চায় উম্মাত আচরণ করবে এটাই স্বাভাবিক কয়েক বছরের জাতীয় পএিকা সংগ্রহ করলে দেখা মিলবে শিক্ষক কর্তৃক ছাত্রী ধর্ষণের ভয়াবহ চিএ উদাহরণে পরিমল কিংবা কুষ্টিয়ার শতাধিক ছাএী ধর্ষণে অভিযুক্ত প্লেবয় পান্না মাষ্টার ছিঃ ছিঃ এক শ্রেণীর শিক্ষিত মানুষ শিক্ষকতার মহান এই পেশায় আসে সমাজ ও ভবিষ্যৎ প্রজন্মকে শিক্ষার আলোয় আলোকিত মানুষ গড়ার নেশায় আরেক শ্রেণীর হিংস হায়না রুপি শিক্ষিত মুখোশধারী শিক্ষক আসে পবিত্র শিক্ষা প্রতিষ্ঠানে সুন্দরী ছাত্রীদের মনোরঞ্জন করার উম্মাদ উল্লাস করার নেশায় সকলের সজাগ দৃষ্টি জন্ম হবে না নতুন কোন পরিমল কিংবা রসিক অজিত মতাদর্শের হিংস হায়নার,0
আমি একসময় কাদের সিদ্দিক এর দল করতাম,0
শুভকামনা রইল বাংলাদেশ নারী ফুটবলারদের জন্য তাদের এই অর্জনটা পুরা বাঙালি জাতির জন্য আর বিশেষ করে তাদের যে সম্মানটুকু দেওয়া হয় বা উপর থেকে এটা যেন একটু বাড়িয়ে দেওয়া হয় অন্তত আশা করি বাংলাদেশের সরকার তাদেরকে নিরাশ করবেন না তাদেরকে যথাযথ সম্মান প্রদর্শন করবেন,0
ভবিষ্যতে বাংলাদেশের অবস্থা এমন হবে না তার কোনো গ্যারান্টি আছে,0
যেই না বিদেশি প্রভু ফিরেছেনঅমনি গুহা থেকে বের হলেন হবে আপনাদের মত বিদেশি অবতারের পদলেহনকারী দিয়েই নির্মান হবে দেশের ভবিষ্যৎ,0
সাংবাদিক দস্তগীর জাহাঙ্গীর ভাইকে অসংখ্য ধন্যবাদ,0
সোব উরিয়া দেবে গো বিসোকাপ তা বাংলাদেশ কে দিয়া দাও গো,5
সাত কোটি বাঙালিরে হে মুগ্ধ জননী রেখেছ বাঙালি করে মানুষ করনি,5
ইন্দোনেশিয়াকে অনেক অনেক ধন্যবাদ,0
রাষ্ট্রে দুই শ্রেণী তৈরী হয়েছে আওমীলীগ ও প্রশাসন শোষক শ্রেণী জনগণ শোষিত নিপীড়িত শ্রেনী,5
তোদের কিসের শক্তি পুলিশ দিয়ে নি,5
রাশিয়ার উচিত আরও মিত্র কয়েকটি দেশে তাদের পারমাণবিক বোমা মজুত করে রাখা যাতে আমেরিকার আগ্রাসন মোকাবেলা করা যায়,0
নেই তা তো নতুন করে বলার কিছু নাই বিসিবি এর জন্য দায়ী,0
আমাদের দেশে জনসংখ্যা বানানোর মেশিন আছে,0
আবুল মরলো কবে আবার,0
ঐ সময়ে যতো হত্যা করা হয়েছে সব এই আওয়ামী লীগই করেছিলো আর বছর আগের উধারন কেন এখন সাল ডিজিটাল বাংলাদেশ দিন লাগাতার হরতাল দিয়েছিলো এই আওয়ামী লীগ যার জন্য মূলত ঐ সময়ে বিদ্যুৎ এর সমস্যা হয়েছিলো লগি বৈঠা নিয়ে নিয়ে যারা রাস্তায় নামার জন্য মানুষ কে সব দিক থেকে চাপ দেয় তাদের মুখে এতো কথা ভালো না,3
কাটাদোচাএটক টোপ নয় প্রতিজ্ঞা এটা গ্যারান্টি কাটাদের চাটতে চাটতে খবরের শিরোনাম নিখবেন না,0
১০০ টাকা বারে আর ২ টাকা কমে বলতে লজ্জা ও লাগেনা সময় টিভির,5
মাশাল্লাহ আল্লাহ তুমি আহমেদের কে খনিজ সম্পদ জালানি সম্পদ দান করো জাতে করে বাংলা দেশের আর কখনো আমদানি করতে না হয়,0
বর্তমানে শেখ হাসিনা পররাষ্ট্রমন্ত্রী সবাই মিলে ইন্ডিয়াকে খুশি করে বাংলাদেশকে গোয়া মেরে তারা নির্বাচনে অবৈধভাবে জিতে মানুষ মরুক সমস্যা নাই ইন্ডিয়া জিন্দাবাদ আওয়ামী লীগ,3
যতই পাইচালি করো তাতে কোন লাভ নাই বিএনপি আবারও আসবে,3
ভোক্তা অধিকার কর্মকর্তাদের এদিকেও খেয়াল রাখা উচিত না হলে এরাও এ সুযোগ কাজে লাগাবে কারণ আমাদের দেশের ব্যবসায়ীদের চরিত্র ফুলের মত পবিত্র,0
ভাই গতকাল ৪০ ডিগ্রি পর্যন্ত ছিল আল্লাহ আমাদের হেফাজত করুন,0
হবে না হতে দেওয়া হবে না,0
তারেক জিয়া অস্ত্র চোরাকারবার আসামি গ্রেনেড হামলায় যাবদজীবন কারাদন্ড আসামি সেকীভাবে দেশের ভালো করবে দেশের জন্য কি করবে তারেক জিয়া আমলে কি করেছে বাংলাদেশকে দুর্নীতিতে পাঁচবার চ্যাম্পিয়ন বানিয়েছে তত্ত্ববোধক সরকার চাই কারন তারা তত্ত্ববোধক সরকার চাই কারন তারা আফগানিস্তান ও পাকিস্তান বানাতে চায় জনগণকে আহ্বান জানাই যে আফগানিস্তান পাকিস্তান বানানো যাবে না নির্বাচন করতে ভয় পায়,3
সকালে এক কথা বিকেলে আরেকটি,0
পাকিস্তানের সেনাবাহিনী পৃথিবীর একমাত্র সেনাবাহিনী যারা অন্যদেশ দখল করতে না পারলেও নিজ দেশের ক্ষমতার চেয়ার দখল করেছে কয়েকবার,5
শুধু প্রতিবাদ নয় হত্যার বদলে হত্যা চাই,0
আমরা যদি শক্ত হয়ে থাকি তাহলে আমরা দ্রব্যমূল্যের দাম কেনো কমিয়ে নিতে পারিনা কোন দেশে কি আছে বা কি করছে সেটার দিকে লক্ষ রাখবো কেনো আমরা তো অনেক শক্তিশালীমাননীয় প্রধানমন্ত্রী অসহায় গরীবের দিকে একটু খেয়াল করেন এবং দ্রব্যমূল্যের দাম কমিয়ে নিন,0
মেসি এই জন্য সবার সেরা,0
আর সাধারন জনগন পাবে বালের বাল,4
সৈরাচার ও লুটপাট মুক্ত দেশ পেতেতত্ত্বাবধায়ক সরকার সফল হউক আমিন,0
সরকারি হাসপাতালে ভালো চিকিৎসা দিলে আমরা কখনোই অবৈধ হাসপাতালে যাইতাম না সরকারি হাসপাতালের যন্ত্রপাতি নষ্ট বা চুরি সরকারি হাসপাতালের ডাক্তার গন সরকারি ভাবেই দূর্নীতি করে সবচেয়ে ভালো হতো যদি সরকারি হাসপাতালে চিকিৎসা আন্তরিক ভাবে ভালো চিকিৎসা দিতো সেই দূর্নীতির দূর না করেই আবোলতাবোল পদ্ধতি গ্রহন করছে সরকার সরকারি হাসপাতালের প্রতি ১০০ খেয়াল রাখা উচিত সরকারি ডাক্তার মানেই দায়ভার মুক্ত আর বে সরকারি হাসপাতালের যন্ত্রপাতি নষ্ট হয় ৫০ বছরেও কিন্তু ু সরকারি হাসপাতালের ডাক্তার গন সরকারি যন্ত্রপাতি ৭ দিনের মাথায়ই যন্ত্রপাতি নষ্ট করে ফেলে কি রহস্য লুকিয়ে থাকে ডাক্তারদের কাছে,0
সারা বাংলাদেশে এমন চা বিস্কুট কফি পানি বাবদ টাকা লেনদেন হয়এটা বন্ধ করতে হলে আমাকে ৩৬৫ দিন সময় দিতে হবে সাথে কিছু সেনাবাহিনীর অফিসার,0
একই ধারার রাজনীতি চলছে বাংলাদেশ আর ভারতে ওরা স্বৈরশাসক ওরা অবৈধ ওরা দেশ ও জনগণের শত্রু,3
আমাদেরকেই দেন আমরা কি ইঞ্জিনিয়ারিং পইরা দেখমু যে বাইরের লোক আস্তেছে,0
এখানে ছবি তোলার কি হলো মিডিয়া কে কি বুজাতে চায়,5
আওয়ামী লীগ সরকার সারের দাম তো অনেক কমে দেসে,0
দেশে এত প্রসাশন থাকতে কোনো তদন্ত হচ্ছে না কেন,0
যুদ্ধ হয় রাশিয়ায় আর ফায়দা লুটে বাংলাদেশের সরকার ও ব্যবসায়ীরা যুদ্ধ করেও রাশিয়ার অর্থনীতির কোন ক্ষতি হয়নি অথচ যুদ্ধের খবর শুনেই বাংলাদেশের অর্থনীতি ধ্বসে পড়েছে হ্যাঁ ভাই এটাই শেখ হাসিনার ডিজিটাল লাল টুকটুকে সোনার বাংলাদেশ হ্যাঁ ভাই এটাই সাইন্স,3
আমরা কথায় নয় কাজে পরিচয় চাই,0
অসংখ্য ধন্যবাদ সাংবাদিক ভাইদের কে,0
তারা কোন শর্ত মানার মানুষ না শীঘ্রই বুঝবেন ৷,5
দোয়া করি আল্লাহ যেন মৃত্যুর আগে হলেও মানুষের ঈমান ফিরিয়ে দেন কিছু ভালো কাজ করার সুযোগ দেন যাতে কিছুটা হলেও অতীতের পাপ মোচন হয়,0
হক দলকে অনেক অনেক ধন্যবাদ এবং শুকরিয়া আলহামদুলিল্লাহ,0
নতুন বাঁশ তৈরি হচ্ছে জনগণের তরে,0
চোখে পানি চোখে থাকতে পারেনি,0
বিএন পি জয় হবে,0
প্রধানমন্ত্রী আমি আপনাকে খুব ভালো বাসি আপনি কখনো মিথ্যা কথা বলতে পারেন না,0
ক্রীড়াপ্রেমী প্রধানমন্ত্রী শেখ হাসিনার প্রতি আমাদের আন্তরিক ভালোবাসা,0
মূর্খ উপাচার্য কি কয়,0
এরা মায়ানমারের মুসলমানদের হত্যা করে ছিল অবৈধ হাসিনাকে বলতে চাই তাদের খুব দ্রুত ফিরিয়ে দেওয়া হোক দয়া করে দেশটাকে আর নস্ট করবেন না এমনিতেই দেশের ১২ বাজিয়ে দিয়েছেন ওরা নিজেদের দেশে গোমারামারি করে কেন এত খমতার লোভ কেন,3
দেশ থাকবে কিভাবে গ্যাস থাকে না,5
একটু পরে হাসিনা ফোন দিবে নাহলে ভারত থেকে ফোন আসবে এবং জাতীয় পার্টি ফালাইতে ফালাইতে শপথ নিতে আসবে,3
আমরা সবাই জিয়ার সেনা ভয় করি না বুলেট বোমা,0
আল্লাহু আকবার আস্তাগফেরুল্লাহ ফি আমানিল্লাহ,0
কানবি যে সেটা আগে বলে দিবি না তাহলে পানি টা দিতো না আগাইয়া,5
সেখ হাসিনা জাহান্নামের আগুন,5
কত যে তেলেসমাতি ওরা ওরাই সব জনতা শুধুই সার্কাসের দর্শক,5
তামিম রে চাই,0
মানেই অপপ্রচার আর সন্ত্রাস,0
বাংলাদেশের সব পাসপোর্ট অফিসে দুর্নিতি হয় কোন ব্যবস্থা নেয়া হয়না কেন,5
সাহস থাকলে পদত্যাগ করে নির্বাচন দিন,5
